timesteps,episodes_completed,normalized_reward_mean,extrinsic_reward_mean,intrinsic_reward_mean,speed_penalty_mean,total_reward_mean,episode_return_mean,episode_length_mean,global_parts,ep_parts,global_left_geoms,global_right_geoms,ep_left_geoms,ep_right_geoms,log_std_mean,action_std_mean,randinit_prob,randinit_noise,episode_idx,episode_steps
256000,256,9.935917114500455e-05,0.0,3.5000000000000004e-05,0.0,3.5000000000000004e-05,2.164919825,1000.0,19.0,17.0,6.0,6.0,4.0,3.0,-0.5527280569076538,0.5753780034291349,nan,nan,256.0,1000.0
258048,258,0.026505060095630143,0.0,0.009339047619047618,0.0,0.009339047619047618,2.1653948250000004,1000.0,19.0,16.0,6.0,6.0,3.0,4.0,-0.553061842918396,0.5751859823494594,nan,nan,259.0,48.0
260096,260,0.029443632222957518,0.0,0.01037690476190476,0.0,0.01037690476190476,2.16590161,1000.0,19.0,18.0,6.0,6.0,3.0,3.0,-0.5533956289291382,0.5749940253530385,nan,nan,261.0,96.0
262144,262,0.027799352178967708,0.0,0.009800119047619049,0.0,0.009800119047619049,2.166368275,1000.0,19.0,16.0,6.0,6.0,4.0,3.0,-0.5537295341491699,0.5748020638967356,nan,nan,263.0,144.0
264192,264,0.03010229559115293,0.0,0.010610357142857145,0.0,0.010610357142857145,2.166998275,1000.0,19.0,18.0,6.0,6.0,3.0,4.0,-0.5540633201599121,0.574610235025539,nan,nan,265.0,192.0
266240,266,0.0029035818019424947,0.0,0.0010245238095238096,0.0,0.0010245238095238096,2.1675682750000003,1000.0,19.0,16.0,6.0,6.0,4.0,3.0,-0.5543971061706543,0.5744184701734512,nan,nan,267.0,240.0
268288,268,0.00297199087201764,0.0,0.0010489285714285715,0.0,0.0010489285714285715,2.1673255300000003,1000.0,19.0,17.0,6.0,6.0,3.0,5.0,-0.554731011390686,0.5742267008659457,nan,nan,269.0,288.0
270336,270,0.0009163191746843175,0.0,0.0003234523809523809,0.0,0.0003234523809523809,2.16616862,1000.0,19.0,17.0,6.0,6.0,4.0,3.0,-0.5550647974014282,0.5740350640108319,nan,nan,271.0,336.0
272384,272,0.0007416903419088734,0.0,0.00026178571428571435,0.0,0.00026178571428571435,2.166904575,1000.0,19.0,17.0,6.0,6.0,4.0,3.0,-0.5553985834121704,0.5738434911107454,nan,nan,273.0,384.0
274432,274,0.0004392277139447741,0.0,0.00015500000000000008,0.0,0.00015500000000000008,2.16724124,1000.0,19.0,16.0,6.0,6.0,4.0,4.0,-0.5557324290275574,0.5736519479520206,nan,nan,275.0,432.0
276480,276,0.001001858469498059,0.0,0.00035345238095238105,0.0,0.00035345238095238105,2.1673679050000003,1000.0,19.0,17.0,6.0,6.0,4.0,4.0,-0.5560662150382996,0.5734605029093751,nan,nan,277.0,480.0
278528,278,0.0004675952640695698,0.0,0.000165,0.0,0.000165,2.1680279049999998,1000.0,19.0,18.0,6.0,6.0,4.0,5.0,-0.5564000606536865,0.5732690875882419,nan,nan,279.0,528.0
280576,280,0.000363905433641619,0.0,0.00012845238095238098,0.0,0.00012845238095238098,2.16936303,1000.0,19.0,18.0,6.0,6.0,4.0,3.0,-0.5567339062690735,0.5730777361596087,nan,nan,281.0,576.0
282624,282,7.083055317905759e-05,0.0,2.5e-05,0.0,2.5e-05,2.1700580300000003,1000.0,19.0,17.0,6.0,6.0,4.0,4.0,-0.5570676922798157,0.5728864827488429,nan,nan,283.0,624.0
284672,284,0.0005241417342865294,0.0,0.000185,0.0,0.000185,2.17109303,1000.0,19.0,19.0,6.0,6.0,4.0,4.0,-0.5574015378952026,0.5726952590298389,nan,nan,285.0,672.0
286720,286,1.4168621371084698e-05,0.0,5e-06,0.0,5e-06,2.172671365,1000.0,19.0,17.0,6.0,6.0,4.0,4.0,-0.5577353835105896,0.5725040991393799,nan,nan,287.0,720.0
288768,288,0.0010911133824761349,0.0,0.0003850000000000001,0.0,0.0003850000000000001,2.1736896999999997,1000.0,19.0,18.0,6.0,6.0,4.0,4.0,-0.5580691695213318,0.5723130371686751,nan,nan,289.0,768.0
290816,290,0.0009495144030267558,0.0,0.000335,0.0,0.000335,2.1742197,1000.0,19.0,17.0,6.0,6.0,4.0,5.0,-0.5584030151367188,0.5721220048600111,nan,nan,291.0,816.0
292864,292,0.0002551323084909588,0.0,9.000000000000003e-05,0.0,9.000000000000003e-05,2.174128865,1000.0,19.0,18.0,6.0,6.0,4.0,3.0,-0.5587369203567505,0.5719310022262561,nan,nan,293.0,864.0
294912,294,0.0006379291592095196,0.0,0.00022500000000000002,0.0,0.00022500000000000002,2.1746538650000002,1000.0,19.0,18.0,6.0,6.0,5.0,3.0,-0.5590707063674927,0.571740131515362,nan,nan,295.0,912.0
296960,296,0.0,0.0,0.0,0.0,0.0,2.175353865,1000.0,19.0,17.0,6.0,6.0,4.0,5.0,-0.5594045519828796,0.5715492904368159,nan,nan,297.0,960.0
299008,299,0.011472970659590322,0.0,0.004046666666666667,0.0,0.004046666666666667,2.175798865,1000.0,19.0,9.0,6.0,6.0,0.0,1.0,-0.5597383379936218,0.5713585471147157,nan,nan,300.0,8.0
301056,301,0.02758837034306173,0.0,0.009730119047619048,0.0,0.009730119047619048,2.176573865,1000.0,19.0,16.0,6.0,6.0,3.0,4.0,-0.5600721836090088,0.5711678334051867,nan,nan,302.0,56.0
303104,303,0.02721488973833974,0.0,0.009600119047619048,0.0,0.009600119047619048,2.17701541,1000.0,19.0,16.0,6.0,6.0,4.0,2.0,-0.5604060292243958,0.570977183353967,nan,nan,304.0,104.0
305152,305,0.030208250060911462,0.0,0.010658690476190476,0.0,0.010658690476190476,2.178143745,1000.0,19.0,18.0,6.0,6.0,4.0,3.0,-0.5607398152351379,0.5707866309613411,nan,nan,306.0,152.0
307200,307,0.02733964395800921,0.0,0.009648571428571428,0.0,0.009648571428571428,2.17878208,1000.0,19.0,16.0,6.0,6.0,4.0,2.0,-0.5610736608505249,0.570596108151645,nan,nan,308.0,200.0
309248,309,0.00517010534352135,0.0,0.001825714285714286,0.0,0.001825714285714286,2.17858708,1000.0,19.0,18.0,6.0,6.0,4.0,4.0,-0.5614075064659119,0.5704056489365376,nan,nan,310.0,248.0
311296,311,0.0017326823768502985,0.0,0.0006121428571428571,0.0,0.0006121428571428571,2.178825415,1000.0,19.0,18.0,6.0,6.0,4.0,5.0,-0.561741292476654,0.5702152872822702,nan,nan,312.0,296.0
313344,313,0.0008635312614507049,0.0,0.00030500000000000004,0.0,0.00030500000000000004,2.179762205,1000.0,19.0,16.0,6.0,6.0,3.0,3.0,-0.5620750784873962,0.5700249891574568,nan,nan,314.0,344.0
315392,315,0.0010898459632896946,0.0,0.0003850000000000001,0.0,0.0003850000000000001,2.1780072049999997,1000.0,19.0,18.0,6.0,6.0,4.0,6.0,-0.562408983707428,0.5698346866113034,nan,nan,316.0,392.0
317440,317,0.0006085762817203838,0.0,0.00021500000000000002,0.0,0.00021500000000000002,2.1788872049999997,1000.0,19.0,17.0,6.0,6.0,4.0,4.0,-0.5627427697181702,0.5696445155044702,nan,nan,318.0,440.0
319488,319,0.0006324010860824004,0.0,0.00022345238095238098,0.0,0.00022345238095238098,2.18000054,1000.0,19.0,18.0,6.0,6.0,4.0,4.0,-0.5630765557289124,0.5694544078634993,nan,nan,320.0,488.0
321536,321,0.0011420685754031344,0.0,0.0004034523809523811,0.0,0.0004034523809523811,2.1801962500000003,1000.0,19.0,17.0,6.0,7.0,3.0,4.0,-0.5634103417396545,0.5692643636672106,nan,nan,322.0,536.0
323584,323,7.075404011316104e-05,0.0,2.5e-05,0.0,2.5e-05,2.180469705,1000.0,19.0,17.0,6.0,7.0,4.0,4.0,-0.5637442469596863,0.5690743150554816,nan,nan,324.0,584.0
325632,325,0.000792507559137631,0.0,0.00028000000000000003,0.0,0.00028000000000000003,2.180914705,1000.0,19.0,19.0,6.0,7.0,4.0,4.0,-0.5640780329704285,0.5688843977076835,nan,nan,326.0,632.0
327680,327,1.4151671704667937e-05,0.0,5e-06,0.0,5e-06,2.180574825,1000.0,19.0,18.0,6.0,7.0,4.0,3.0,-0.5644118189811707,0.568694543741061,nan,nan,328.0,680.0
329728,329,0.0003254394605693085,0.0,0.000115,0.0,0.000115,2.18092649,1000.0,19.0,18.0,6.0,7.0,4.0,4.0,-0.5647456645965576,0.5685047192489388,nan,nan,330.0,728.0
331776,331,2.829755557469899e-05,0.0,1e-05,0.0,1e-05,2.1809213649999997,1000.0,19.0,18.0,6.0,7.0,4.0,5.0,-0.5650795102119446,0.5683149581183139,nan,nan,332.0,776.0
333824,333,5.659155232772348e-05,0.0,2e-05,0.0,2e-05,2.1818346999999996,1000.0,19.0,17.0,6.0,7.0,3.0,5.0,-0.5654132962226868,0.5681252941909423,nan,nan,334.0,824.0
335872,335,1.4149499291275258e-05,0.0,5e-06,0.0,5e-06,2.18158291,1000.0,19.0,17.0,6.0,7.0,4.0,3.0,-0.5657471418380737,0.5679356597085676,nan,nan,336.0,872.0
337920,337,7.073071305768365e-05,0.0,2.5e-05,0.0,2.5e-05,2.18149291,1000.0,19.0,17.0,6.0,7.0,4.0,4.0,-0.5660809874534607,0.5677460885242671,nan,nan,338.0,920.0
339968,339,0.0001555691445599635,0.0,5.4999999999999995e-05,0.0,5.4999999999999995e-05,2.181256365,1000.0,19.0,17.0,6.0,7.0,4.0,5.0,-0.5664147734642029,0.5675566144459216,nan,nan,340.0,968.0
342016,342,0.022940966484184915,0.0,0.008109880952380952,0.0,0.008109880952380952,2.182598155,1000.0,19.0,15.0,6.0,7.0,2.0,3.0,-0.5667486190795898,0.5673671697830995,nan,nan,343.0,16.0
344064,344,0.026916152089377653,0.0,0.009519999999999999,0.0,0.009519999999999999,2.18366649,1000.0,19.0,15.0,6.0,7.0,4.0,4.0,-0.567082405090332,0.5671778221614231,nan,nan,345.0,64.0
346112,346,0.03015477925857689,0.0,0.010666904761904763,0.0,0.010666904761904763,2.18451149,1000.0,19.0,18.0,6.0,7.0,4.0,4.0,-0.5674163103103638,0.5669884701404906,nan,nan,347.0,112.0
348160,348,0.02862966913345155,0.0,0.01012857142857143,0.0,0.01012857142857143,2.185028155,1000.0,19.0,16.0,6.0,7.0,3.0,5.0,-0.5677501559257507,0.5667992151184966,nan,nan,349.0,160.0
350208,350,0.017701453426337336,0.0,0.006263214285714286,0.0,0.006263214285714286,2.18498303,1000.0,19.0,16.0,6.0,7.0,3.0,4.0,-0.5680839419364929,0.5666100570405068,nan,nan,351.0,208.0
352256,352,0.004000193125645139,0.0,0.001416309523809524,0.0,0.001416309523809524,2.185681365,1000.0,19.0,18.0,6.0,7.0,4.0,4.0,-0.5684177875518799,0.5664209283289817,nan,nan,353.0,256.0
354304,354,0.0013012647882733052,0.0,0.0004609523809523809,0.0,0.0004609523809523809,2.18690982,1000.0,19.0,19.0,6.0,7.0,4.0,5.0,-0.5687516331672668,0.5662318627467096,nan,nan,355.0,304.0
356352,356,0.0017275990908613267,0.0,0.0006120238095238095,0.0,0.0006120238095238095,2.187426365,1000.0,20.0,19.0,6.0,7.0,3.0,5.0,-0.569085419178009,0.5660428940114028,nan,nan,357.0,352.0
358400,358,0.0009314351930182796,0.0,0.0003300000000000001,0.0,0.0003300000000000001,2.18834482,1000.0,20.0,17.0,6.0,7.0,5.0,5.0,-0.569419264793396,0.5658539546131658,nan,nan,359.0,400.0
360448,360,0.0006118719808553528,0.0,0.00021678571428571428,0.0,0.00021678571428571428,2.1899298199999997,1000.0,20.0,17.0,6.0,7.0,4.0,4.0,-0.5697530508041382,0.5656651119972578,nan,nan,361.0,448.0
362496,362,0.000602195688479076,0.0,0.00021333333333333333,0.0,0.00021333333333333333,2.19056994,1000.0,20.0,17.0,6.0,7.0,4.0,4.0,-0.5700868368148804,0.5654763324038546,nan,nan,363.0,496.0
364544,364,5.646097827452317e-05,0.0,2e-05,0.0,2e-05,2.19014994,1000.0,20.0,17.0,6.0,7.0,4.0,5.0,-0.5704207420349121,0.5652875484243927,nan,nan,365.0,544.0
366592,366,0.00014113416271021307,0.0,5e-05,0.0,5e-05,2.19082994,1000.0,20.0,17.0,6.0,7.0,3.0,5.0,-0.5707545280456543,0.5650988948353979,nan,nan,367.0,592.0
368640,368,7.057156944642086e-05,0.0,2.5e-05,0.0,2.5e-05,2.19079994,1000.0,20.0,18.0,6.0,7.0,4.0,3.0,-0.5710883140563965,0.5649103042058238,nan,nan,369.0,640.0
370688,370,4.2341502846982884e-05,0.0,1.5e-05,0.0,1.5e-05,2.19057494,1000.0,20.0,19.0,6.0,7.0,3.0,5.0,-0.5714222192764282,0.5647217091945814,nan,nan,371.0,688.0
372736,372,1.4109126278512225e-05,0.0,5e-06,0.0,5e-06,2.19215197,1000.0,20.0,18.0,6.0,7.0,4.0,5.0,-0.5717560052871704,0.5645332444432883,nan,nan,373.0,736.0
374784,374,0.0004937478318099078,0.0,0.00017500000000000003,0.0,0.00017500000000000003,2.193090305,1000.0,20.0,19.0,6.0,7.0,6.0,5.0,-0.5720897912979126,0.5643448425883952,nan,nan,375.0,784.0
376832,376,0.00029622582881659023,0.0,0.000105,0.0,0.000105,2.194405305,1000.0,20.0,19.0,6.0,7.0,4.0,4.0,-0.5724236965179443,0.5641564363562197,nan,nan,377.0,832.0
378880,378,5.6424687830095466e-05,0.0,2e-05,0.0,2e-05,2.1954103050000002,1000.0,20.0,18.0,6.0,7.0,5.0,5.0,-0.5727574825286865,0.5639681602536065,nan,nan,379.0,880.0
380928,380,5.4379003777380524e-05,0.0,1.9285714285714285e-05,0.0,1.9285714285714285e-05,2.1964128,1000.0,20.0,19.0,6.0,7.0,5.0,6.0,-0.5730912685394287,0.5637799469844355,nan,nan,381.0,928.0
382976,382,0.0004651827392840606,0.0,0.000165,0.0,0.000165,2.19802316,1000.0,20.0,19.0,6.0,7.0,5.0,5.0,-0.5734251737594604,0.5635917293423635,nan,nan,383.0,976.0
385024,385,0.018305498359627616,0.0,0.00649,0.0,0.00649,2.198636615,1000.0,20.0,13.0,6.0,7.0,2.0,2.0,-0.5737589597702026,0.5634036416995972,nan,nan,386.0,24.0
387072,387,0.02851485817485906,0.0,0.010112619047619047,0.0,0.010112619047619047,2.1996716149999997,1000.0,20.0,16.0,6.0,7.0,3.0,5.0,-0.5740927457809448,0.5632156168273784,nan,nan,388.0,72.0
389120,389,0.029428872944022872,0.0,0.010438452380952382,0.0,0.010438452380952382,2.2006566149999998,1000.0,20.0,18.0,6.0,7.0,4.0,3.0,-0.574426531791687,0.5630276547047586,nan,nan,390.0,120.0
391168,391,0.02878306673285945,0.0,0.010210119047619048,0.0,0.010210119047619048,2.201118525,1000.0,20.0,18.0,6.0,7.0,4.0,3.0,-0.574760377407074,0.5628397217629335,nan,nan,392.0,168.0
393216,393,0.01762120673969523,0.0,0.0062513095238095236,0.0,0.0062513095238095236,2.201393405,1000.0,20.0,17.0,6.0,7.0,3.0,3.0,-0.5750942826271057,0.5626518180145628,nan,nan,394.0,216.0
395264,395,0.002080377068248645,0.0,0.0007385714285714287,0.0,0.0007385714285714287,2.20127007,1000.0,20.0,17.0,6.0,7.0,4.0,3.0,-0.5754280686378479,0.5624640440486957,nan,nan,396.0,264.0
397312,397,0.0004225296297102478,0.0,0.00015,0.0,0.00015,2.20169507,1000.0,20.0,17.0,6.0,7.0,4.0,3.0,-0.5757619142532349,0.5622762992344125,nan,nan,398.0,312.0
399360,399,0.0005519998197280697,0.0,0.000195952380952381,0.0,0.000195952380952381,2.2019000699999998,1000.0,20.0,18.0,6.0,7.0,4.0,4.0,-0.5760957598686218,0.5620886170874511,nan,nan,400.0,360.0
401408,401,0.0013099234834642176,0.0,0.0004650000000000001,0.0,0.0004650000000000001,2.202953405,1000.0,20.0,17.0,6.0,7.0,4.0,5.0,-0.576429545879364,0.5619010310788043,nan,nan,402.0,408.0
403456,403,0.001390360913672827,0.0,0.000493452380952381,0.0,0.000493452380952381,2.20261507,1000.0,20.0,18.0,6.0,7.0,4.0,4.0,-0.5767633318901062,0.5617135076732943,nan,nan,404.0,456.0
405504,405,0.0015496358840169184,0.0,0.00055,0.0,0.00055,2.20265507,1000.0,20.0,18.0,6.0,7.0,4.0,6.0,-0.5770972371101379,0.5615259799109116,nan,nan,406.0,504.0
407552,407,0.0011366756487033473,0.0,0.000403452380952381,0.0,0.000403452380952381,2.20354007,1000.0,20.0,19.0,6.0,7.0,4.0,5.0,-0.5774310231208801,0.5613385816713443,nan,nan,408.0,552.0
409600,409,0.001202420426789282,0.0,0.00042678571428571434,0.0,0.00042678571428571434,2.203846615,1000.0,20.0,18.0,6.0,7.0,4.0,3.0,-0.5777648091316223,0.5611512459722497,nan,nan,410.0,600.0
411648,411,0.0004929452501367706,0.0,0.00017500000000000003,0.0,0.00017500000000000003,2.204711615,1000.0,20.0,18.0,6.0,7.0,4.0,5.0,-0.5780985951423645,0.5609639727927561,nan,nan,412.0,648.0
413696,413,5.633460733558454e-05,0.0,2e-05,0.0,2e-05,2.205695195,1000.0,20.0,18.0,6.0,7.0,4.0,5.0,-0.5784325003623962,0.5607766952622034,nan,nan,414.0,696.0
415744,415,0.00025347257746500905,0.0,9e-05,0.0,9e-05,2.205888405,1000.0,20.0,18.0,6.0,7.0,4.0,4.0,-0.5787662863731384,0.5605895470816344,nan,nan,416.0,744.0
417792,417,4.223599991767467e-05,0.0,1.5e-05,0.0,1.5e-05,2.20635174,1000.0,20.0,18.0,6.0,7.0,5.0,5.0,-0.5791000723838806,0.560402461358086,nan,nan,418.0,792.0
419840,419,0.0009149225211023954,0.0,0.000325,0.0,0.000325,2.208502695,1000.0,20.0,19.0,6.0,7.0,5.0,3.0,-0.5794339776039124,0.5602153712878337,nan,nan,420.0,840.0
421888,421,0.0007179151010033863,0.0,0.000255,0.0,0.000255,2.2097026950000003,1000.0,20.0,17.0,6.0,7.0,6.0,4.0,-0.5797677636146545,0.560028410438089,nan,nan,422.0,888.0
423936,423,5.630299573072402e-05,0.0,2e-05,0.0,2e-05,2.21081103,1000.0,20.0,18.0,6.0,7.0,4.0,5.0,-0.5801015496253967,0.5598415119828467,nan,nan,424.0,936.0
425984,425,0.0011494476461623652,0.0,0.0004083333333333333,0.0,0.0004083333333333333,2.21218936,1000.0,20.0,18.0,6.0,7.0,4.0,6.0,-0.5804354548454285,0.5596546091852516,nan,nan,426.0,984.0
428032,428,0.02497977934185609,0.0,0.00887595238095238,0.0,0.00887595238095238,2.21455258,1000.0,20.0,14.0,6.0,7.0,2.0,3.0,-0.5807692408561707,0.5594678354788174,nan,nan,429.0,32.0
430080,430,0.027972304552004074,0.0,0.009939285714285715,0.0,0.009939285714285715,2.2156359149999996,1000.0,20.0,16.0,6.0,7.0,3.0,4.0,-0.5811030268669128,0.5592811241044303,nan,nan,431.0,80.0
432128,432,0.02894089867650605,0.0,0.01028357142857143,0.0,0.01028357142857143,2.216375915,1000.0,20.0,17.0,6.0,7.0,4.0,4.0,-0.5814368724822998,0.5590944417166616,nan,nan,433.0,128.0
434176,434,0.029891322783106144,0.0,0.010621904761904763,0.0,0.010621904761904763,2.2170643699999997,1000.0,20.0,18.0,6.0,7.0,4.0,4.0,-0.581770658493042,0.5589078549550905,nan,nan,435.0,176.0
436224,436,0.008808558183672235,0.0,0.0031301190476190482,0.0,0.0031301190476190482,2.21708866,1000.0,20.0,17.0,6.0,7.0,3.0,4.0,-0.582104504108429,0.558721297160792,nan,nan,437.0,224.0
438272,438,0.0012011694952364538,0.0,0.0004270238095238096,0.0,0.0004270238095238096,2.21728866,1000.0,20.0,17.0,6.0,7.0,3.0,4.0,-0.5824383497238159,0.5585348016376,nan,nan,439.0,272.0
440320,440,0.0012612986645545343,0.0,0.000448452380952381,0.0,0.000448452380952381,2.21756366,1000.0,20.0,19.0,6.0,7.0,3.0,5.0,-0.5827721357345581,0.5583484016448863,nan,nan,441.0,320.0
442368,442,0.0013831188119129306,0.0,0.0004917857142857144,0.0,0.0004917857142857144,2.218850205,1000.0,20.0,17.0,6.0,7.0,3.0,4.0,-0.5831059813499451,0.5581620305904494,nan,nan,443.0,368.0
444416,444,0.0006000757831871701,0.0,0.0002133333333333334,0.0,0.0002133333333333334,2.21949187,1000.0,20.0,17.0,6.0,7.0,5.0,4.0,-0.5834398865699768,0.5579756884868436,nan,nan,445.0,416.0
446464,446,0.0005230314174460618,0.0,0.000185952380952381,0.0,0.000185952380952381,2.2200952050000002,1000.0,20.0,17.0,6.0,7.0,3.0,5.0,-0.583773672580719,0.5577894750871354,nan,nan,447.0,464.0
448512,448,0.0010647250341399275,0.0,0.000378452380952381,0.0,0.000378452380952381,2.22048354,1000.0,20.0,18.0,6.0,7.0,3.0,5.0,-0.584107518196106,0.5576032905967356,nan,nan,449.0,512.0
450560,450,0.000478193034919365,0.0,0.00017,0.0,0.00017,2.22120854,1000.0,20.0,18.0,6.0,7.0,4.0,5.0,-0.5844413638114929,0.5574171682528375,nan,nan,451.0,560.0
452608,452,0.0009706463798873993,0.0,0.00034500000000000004,0.0,0.00034500000000000004,2.2224311649999997,1000.0,20.0,18.0,6.0,7.0,4.0,6.0,-0.5847751498222351,0.5572311412482601,nan,nan,453.0,608.0
454656,454,0.001336189675393345,0.0,0.00047500000000000005,0.0,0.00047500000000000005,2.2235995,1000.0,20.0,18.0,6.0,7.0,5.0,5.0,-0.5851089954376221,0.557045143124054,nan,nan,455.0,656.0
456704,456,0.000759573335842225,0.0,0.00027000000000000006,0.0,0.00027000000000000006,2.22626879,1000.0,20.0,19.0,6.0,7.0,5.0,5.0,-0.585442841053009,0.5568592070841422,nan,nan,457.0,704.0
458752,458,0.0015564150167364451,0.0,0.0005533333333333333,0.0,0.0005533333333333333,2.227828915,1000.0,20.0,18.0,6.0,7.0,5.0,5.0,-0.5857766270637512,0.5566733662881189,nan,nan,459.0,752.0
460800,460,0.0006328936038827609,0.0,0.00022500000000000002,0.0,0.00022500000000000002,2.22913725,1000.0,20.0,18.0,6.0,7.0,5.0,5.0,-0.5861104726791382,0.5564875543435581,nan,nan,461.0,800.0
462848,462,0.0004501004984683583,0.0,0.00016,0.0,0.00016,2.22991904,1000.0,20.0,20.0,6.0,7.0,5.0,5.0,-0.5864442586898804,0.5563018375793194,nan,nan,463.0,848.0
464896,464,0.00042206935964893126,0.0,0.00015,0.0,0.00015,2.231872375,1000.0,20.0,19.0,6.0,7.0,4.0,5.0,-0.5867780447006226,0.5561161827943939,nan,nan,465.0,896.0
466944,466,5.628161171203942e-05,0.0,2e-05,0.0,2e-05,2.23246916,1000.0,20.0,19.0,6.0,7.0,4.0,6.0,-0.5871119499206543,0.5559305236960107,nan,nan,467.0,944.0
468992,468,2.8133808396287292e-05,0.0,1e-05,0.0,1e-05,2.234127615,1000.0,20.0,19.0,6.0,7.0,5.0,5.0,-0.5874457359313965,0.5557449928297828,nan,nan,469.0,992.0
471040,471,0.024669245623968838,0.0,0.00876654761904762,0.0,0.00876654761904762,2.23711274,1000.0,20.0,15.0,6.0,7.0,3.0,2.0,-0.5877795219421387,0.5555595238808285,nan,nan,472.0,40.0
473088,473,0.02716035878475799,0.0,0.009652619047619047,0.0,0.009652619047619047,2.23783024,1000.0,20.0,16.0,6.0,7.0,3.0,3.0,-0.5881134271621704,0.5553740506227342,nan,nan,474.0,88.0
475136,475,0.030469414038308162,0.0,0.010830357142857143,0.0,0.010830357142857143,2.239763695,1000.0,20.0,18.0,6.0,7.0,4.0,5.0,-0.5884472131729126,0.5551887054684377,nan,nan,476.0,136.0
477184,477,0.02951316469911805,0.0,0.01049357142857143,0.0,0.01049357142857143,2.241644655,1000.0,20.0,17.0,6.0,7.0,4.0,5.0,-0.5887809991836548,0.5550034221694371,nan,nan,478.0,184.0
479232,479,0.004978495017890779,0.0,0.0017710714285714285,0.0,0.0017710714285714285,2.2415013200000002,1000.0,20.0,19.0,6.0,7.0,4.0,4.0,-0.5891149044036865,0.5548181345656099,nan,nan,480.0,232.0
481280,481,0.0014382446036967954,0.0,0.0005117857142857143,0.0,0.0005117857142857143,2.24389632,1000.0,20.0,18.0,6.0,7.0,4.0,5.0,-0.5894486904144287,0.5546329749373518,nan,nan,482.0,280.0
483328,483,0.0006583351338883326,0.0,0.00023428571428571427,0.0,0.00023428571428571427,2.244389655,1000.0,20.0,17.0,6.0,7.0,4.0,4.0,-0.5897824764251709,0.5544478771024738,nan,nan,484.0,328.0
485376,485,0.002038027554787145,0.0,0.0007253571428571428,0.0,0.0007253571428571428,2.24483787,1000.0,20.0,18.0,6.0,7.0,4.0,5.0,-0.5901162624359131,0.5542628410403537,nan,nan,486.0,376.0
487424,487,0.0010959093165306612,0.0,0.00039000000000000005,0.0,0.00039000000000000005,2.245551325,1000.0,20.0,17.0,6.0,7.0,3.0,4.0,-0.5904501676559448,0.5540778006791512,nan,nan,488.0,424.0
489472,489,0.0007824985238715981,0.0,0.0002784523809523809,0.0,0.0002784523809523809,2.246554905,1000.0,20.0,17.0,6.0,7.0,4.0,5.0,-0.590783953666687,0.5538928881227508,nan,nan,490.0,472.0
491520,491,0.000646303210266383,0.0,0.00023,0.0,0.00023,2.248931695,1000.0,20.0,19.0,6.0,7.0,4.0,5.0,-0.5911177396774292,0.5537080372772752,nan,nan,492.0,520.0
493568,493,0.0007587671432176185,0.0,0.00027000000000000006,0.0,0.00027000000000000006,2.2508527750000002,1000.0,20.0,17.0,6.0,7.0,4.0,4.0,-0.5914515852928162,0.553523215129574,nan,nan,494.0,568.0
495616,495,0.000538643614087266,0.0,0.0001916666666666667,0.0,0.0001916666666666667,2.2522679,1000.0,20.0,19.0,6.0,7.0,5.0,4.0,-0.5917854905128479,0.5533384216920972,nan,nan,496.0,616.0
497664,497,0.0007868341348424118,0.0,0.00028000000000000003,0.0,0.00028000000000000003,2.2544913550000003,1000.0,20.0,18.0,6.0,7.0,4.0,5.0,-0.5921192765235901,0.5531537558888756,nan,nan,498.0,664.0
499712,499,0.0005619601669787774,0.0,0.0002,0.0,0.0002,2.256176355,1000.0,20.0,20.0,6.0,7.0,5.0,6.0,-0.592453122138977,0.552969118754701,nan,nan,500.0,712.0
501760,501,4.214909748708235e-05,0.0,1.5e-05,0.0,1.5e-05,2.259788265,1000.0,20.0,19.0,6.0,7.0,4.0,6.0,-0.592786967754364,0.552784543250536,nan,nan,502.0,760.0
503808,503,2.809608610715978e-05,0.0,1e-05,0.0,1e-05,2.26056172,1000.0,20.0,19.0,6.0,7.0,5.0,6.0,-0.5931207537651062,0.5526000622933387,nan,nan,504.0,808.0
505856,505,0.0004215056223399006,0.0,0.00015,0.0,0.00015,2.2613151750000005,1000.0,20.0,18.0,6.0,7.0,4.0,5.0,-0.5934545397758484,0.5524156429030284,nan,nan,506.0,856.0
507904,507,4.215548151774609e-05,0.0,1.5e-05,0.0,1.5e-05,2.26173184,1000.0,20.0,18.0,6.0,7.0,4.0,5.0,-0.5937883257865906,0.5522312850590585,nan,nan,508.0,904.0
509952,509,4.21492125313156e-05,0.0,1.5e-05,0.0,1.5e-05,2.26270363,1000.0,20.0,18.0,6.0,7.0,5.0,5.0,-0.5941222310066223,0.5520469229317637,nan,nan,510.0,952.0
512000,512,5.619630650074122e-05,0.0,2e-05,0.0,2e-05,2.263697795,1000.0,20.0,17.0,6.0,7.0,4.0,6.0,-0.5944560170173645,0.5518626881408243,nan,nan,512.0,1000.0
514048,514,0.02394828703747713,0.0,0.008524642857142856,0.0,0.008524642857142856,2.26481613,1000.0,20.0,15.0,6.0,7.0,3.0,3.0,-0.5947898030281067,0.5516785148346188,nan,nan,515.0,48.0
516096,516,0.028942795259944542,0.0,0.01030357142857143,0.0,0.01030357142857143,2.2659827999999997,1000.0,20.0,17.0,6.0,7.0,3.0,4.0,-0.5951237082481384,0.5514943372493759,nan,nan,517.0,96.0
